VAA_00002 VAA_03253
VAA_01256 VAA_00920
VAA_01256 VAA_03382
VAA_01256 VAA_01510
VAA_01256 VAA_03219
VAA_01256 VAA_01422
VAA_01256 VAA_01927
VAA_01256 VAA_01373
VAA_01256 VAA_03754
VAA_01256 VAA_01414
VAA_01256 VAA_01416
VAA_01256 VAA_01349
VAA_01256 VAA_01415
VAA_01256 VAA_01987
VAA_01256 VAA_01406
VAA_01256 VAA_01905
VAA_01256 VAA_01902
VAA_01256 VAA_03102
VAA_01256 VAA_00890
VAA_01256 VAA_1440
VAA_01256 VAA_00985
VAA_01256 VAA_04296
VAA_01256 VAA_03383
VAA_01256 VAA_01612
VAA_01256 VAA_02980
VAA_01256 VAA_01333
VAA_01256 VAA_03092
VAA_01256 VAA_03188
VAA_01256 VAA_01411
VAA_01256 VAA_03177
VAA_01256 VAA_01909
VAA_01256 VAA_01380
VAA_01256 VAA_01936
VAA_01256 VAA_02866
VAA_01256 VAA_03486
VAA_01256 VAA_00916
VAA_01256 VAA_00340
VAA_01259 VAA_02057
VAA_01259 VAA_03277
VAA_01259 VAA_00711
VAA_01259 VAA_01685
VAA_01259 VAA_00741
VAA_01259 VAA_02584
VAA_01259 VAA_03354
VAA_01259 VAA_02021
VAA_01259 VAA_00658
VAA_01259 VAA_00709
VAA_01259 VAA_02545
VAA_01259 VAA_03416
VAA_01259 VAA_02337
VAA_01259 VAA_00531
VAA_01259 VAA_03801
VAA_01259 VAA_03243
VAA_01259 VAA_02616
VAA_01259 VAA_03184
VAA_01259 VAA_01430
VAA_01259 VAA_1482
VAA_01259 VAA_00529
VAA_01259 VAA_01746
VAA_01259 VAA_03561
VAA_01259 VAA_00710
VAA_01259 VAA_02769
VAA_01259 VAA_02019
VAA_01259 VAA_02226
VAA_01259 VAA_02020
VAA_01259 VAA_02544
VAA_01259 VAA_03408
VAA_01259 VAA_03407
VAA_01259 VAA_02096
VAA_01259 VAA_02547
VAA_01271 VAA_02634
VAA_01271 VAA_01883
VAA_01271 VAA_00424
VAA_01272 VAA_01275
VAA_01272 VAA_01273
VAA_01273 VAA_01275
VAA_01273 VAA_01272
VAA_01275 VAA_01273
VAA_01275 VAA_01272
VAA_01277 VAA_01815
VAA_01277 VAA_01741
VAA_01277 VAA_01495
VAA_01277 VAA_00264
VAA_01277 VAA_03651
VAA_01277 VAA_012817
VAA_01277 VAA_02033
VAA_01277 VAA_02177
VAA_01277 VAA_01939
VAA_01277 VAA_01570
VAA_01277 VAA_01613
VAA_01281 VAA_01794
VAA_012817 VAA_02033
VAA_012817 VAA_02726
VAA_012817 VAA_02577
VAA_012817 VAA_03420
VAA_012817 VAA_01613
VAA_012817 VAA_01277
VAA_012817 VAA_02578
VAA_012817 VAA_01495
VAA_012817 VAA_00264
VAA_012817 VAA_00771
VAA_012817 VAA_01815
VAA_012817 VAA_00175
VAA_01297 VAA_00537
VAA_01297 VAA_00538
VAA_01297 VAA_01298
VAA_01297 VAA_01299
VAA_01297 VAA_01064
VAA_01297 VAA_01300
VAA_01297 VAA_00536
VAA_01297 VAA_00541
VAA_01298 VAA_01064
VAA_01298 VAA_00538
VAA_01298 VAA_01299
VAA_01298 VAA_00536
VAA_01298 VAA_01300
VAA_01298 VAA_00541
VAA_01298 VAA_01297
VAA_01298 VAA_00537
VAA_01299 VAA_00541
VAA_01299 VAA_01297
VAA_01299 VAA_00537
VAA_01299 VAA_01300
VAA_01299 VAA_01298
VAA_01299 VAA_00538
VAA_01299 VAA_01064
VAA_01299 VAA_00536
VAA_01300 VAA_01298
VAA_01300 VAA_00538
VAA_01300 VAA_01299
VAA_01300 VAA_01064
VAA_01300 VAA_00541
VAA_01300 VAA_00536
VAA_01300 VAA_01297
VAA_01300 VAA_00537
VAA_01303 VAA_00892
VAA_01303 VAA_01989
VAA_01313 VAA_03130
VAA_01313 VAA_01963
VAA_01313 VAA_01535
VAA_01313 VAA_01537
VAA_01313 VAA_01551
VAA_01313 VAA_01797
VAA_01315 VAA_01317
VAA_01315 VAA_01316
VAA_01315 VAA_03795
VAA_01315 VAA_00869
VAA_01315 VAA_03796
VAA_01315 VAA_00870
VAA_01315 VAA_02491
VAA_01316 VAA_00959
VAA_01316 VAA_00709
VAA_01316 VAA_03802
VAA_01316 VAA_03328
VAA_01316 VAA_03141
VAA_01316 VAA_01315
VAA_01316 VAA_02020
VAA_01316 VAA_00586
VAA_01316 VAA_01322
VAA_01316 VAA_02226
VAA_01316 VAA_01561
VAA_01316 VAA_00740
VAA_01316 VAA_03796
VAA_01316 VAA_02190
VAA_01316 VAA_00865
VAA_01316 VAA_02309
VAA_01316 VAA_01882
VAA_01316 VAA_02584
VAA_01316 VAA_00177
VAA_01316 VAA_00711
VAA_01316 VAA_02021
VAA_01316 VAA_00869
VAA_01316 VAA_03801
VAA_01316 VAA_02491
VAA_01316 VAA_01426
VAA_01316 VAA_00870
VAA_01316 VAA_03184
VAA_01316 VAA_03795
VAA_01316 VAA_00710
VAA_01316 VAA_02019
VAA_01317 VAA_01746
VAA_01317 VAA_01315
VAA_01317 VAA_01521
VAA_01322 VAA_03328
VAA_01322 VAA_02020
VAA_01322 VAA_03184
VAA_01322 VAA_01882
VAA_01322 VAA_03803
VAA_01322 VAA_02584
VAA_01322 VAA_00711
VAA_01322 VAA_00177
VAA_01322 VAA_01316
VAA_01322 VAA_02021
VAA_01322 VAA_03801
VAA_01322 VAA_00869
VAA_01322 VAA_02491
VAA_01322 VAA_00870
VAA_01322 VAA_00710
VAA_01322 VAA_03795
VAA_01322 VAA_02019
VAA_01322 VAA_03804
VAA_01322 VAA_00959
VAA_01322 VAA_00709
VAA_01322 VAA_02226
VAA_01322 VAA_01561
VAA_01322 VAA_00740
VAA_01322 VAA_03796
VAA_01333 VAA_03388
VAA_01333 VAA_01904
VAA_01333 VAA_03386
VAA_01333 VAA_01414
VAA_01333 VAA_03326
VAA_01333 VAA_01903
VAA_01333 VAA_01256
VAA_01333 VAA_01908
VAA_01333 VAA_01902
VAA_01333 VAA_03054
VAA_01333 VAA_01412
VAA_01333 VAA_01416
VAA_01333 VAA_03385
VAA_01333 VAA_03524
VAA_01333 VAA_01419
VAA_01333 VAA_01906
VAA_01333 VAA_03525
VAA_01333 VAA_01418
VAA_01333 VAA_03382
VAA_01333 VAA_01443
VAA_01333 VAA_01907
VAA_01333 VAA_01901
VAA_01333 VAA_03383
VAA_01333 VAA_01417
VAA_01337 VAA_01379
VAA_01337 VAA_02387
VAA_01338 VAA_01251
VAA_01338 VAA_01036
VAA_01338 VAA_01252
VAA_01338 VAA_01250
VAA_01338 VAA_01249
VAA_01338 VAA_01041
VAA_01338 VAA_02894
VAA_01338 VAA_01043
VAA_01338 VAA_01042
VAA_01338 VAA_02305
VAA_01349 VAA_01256
VAA_01349 VAA_03326
VAA_01349 VAA_01443
VAA_01349 VAA_01416
VAA_01349 VAA_01908
VAA_01349 VAA_03388
VAA_01349 VAA_03385
VAA_01349 VAA_01419
VAA_01349 VAA_01906
VAA_01349 VAA_03382
VAA_01349 VAA_03386
VAA_01349 VAA_01903
VAA_01349 VAA_01904
VAA_01349 VAA_01414
VAA_01349 VAA_03524
VAA_01349 VAA_03054
VAA_01349 VAA_01412
VAA_01349 VAA_01902
VAA_01349 VAA_03383
VAA_01349 VAA_03525
VAA_01349 VAA_01418
VAA_01349 VAA_01907
VAA_01349 VAA_01901
VAA_01349 VAA_01417
VAA_01352 VAA_01561
VAA_01352 VAA_00177
VAA_01352 VAA_00950
VAA_01352 VAA_03764
VAA_01352 VAA_00342
VAA_01352 VAA_02344
VAA_01352 VAA_00184
VAA_01352 VAA_03420
VAA_01352 VAA_03335
VAA_01352 VAA_01360
VAA_01352 VAA_02960
VAA_01352 VAA_02595
VAA_01352 VAA_03328
VAA_01352 VAA_02345
VAA_01352 VAA_00264
VAA_01352 VAA_01085
VAA_01352 VAA_01353
VAA_01352 VAA_00740
VAA_01353 VAA_03279
VAA_01353 VAA_01360
VAA_01353 VAA_01352
VAA_01353 VAA_01354
VAA_01353 VAA_03280
VAA_01354 VAA_00563
VAA_01354 VAA_02637
VAA_01354 VAA_01360
VAA_01354 VAA_03280
VAA_01354 VAA_01353
VAA_01354 VAA_03793
VAA_01354 VAA_03279
VAA_01360 VAA_01354
VAA_01360 VAA_01352
VAA_01360 VAA_03279
VAA_01360 VAA_03280
VAA_01360 VAA_01353
VAA_01363 VAA_01589
VAA_01363 VAA_03412
VAA_01363 VAA_03415
VAA_01363 VAA_03414
VAA_01363 VAA_03413
VAA_01363 VAA_03211
VAA_01364 VAA_03414
VAA_01364 VAA_03412
VAA_01364 VAA_03415
VAA_01364 VAA_03413
VAA_01364 VAA_01589
VAA_01364 VAA_03211
VAA_01373 VAA_03326
VAA_01373 VAA_01908
VAA_01373 VAA_01256
VAA_01373 VAA_03388
VAA_01373 VAA_03385
VAA_01373 VAA_01419
VAA_01373 VAA_01906
VAA_01373 VAA_03382
VAA_01373 VAA_01443
VAA_01373 VAA_01904
VAA_01373 VAA_03386
VAA_01373 VAA_01903
VAA_01373 VAA_01414
VAA_01373 VAA_03524
VAA_01373 VAA_03054
VAA_01373 VAA_01412
VAA_01373 VAA_01902
VAA_01373 VAA_01416
VAA_01373 VAA_03525
VAA_01373 VAA_01418
VAA_01373 VAA_01907
VAA_01373 VAA_03383
VAA_01373 VAA_01901
VAA_01373 VAA_01417
VAA_01376 VAA_02726
VAA_01376 VAA_02787
VAA_01376 VAA_01005
VAA_01376 VAA_02577
VAA_01376 VAA_01379
VAA_01376 VAA_02037
VAA_01376 VAA_01393
VAA_01376 VAA_02034
VAA_01376 VAA_02578
VAA_01376 VAA_00264
VAA_01376 VAA_01031
VAA_01376 VAA_00175
VAA_01376 VAA_02790
VAA_01376 VAA_01007
VAA_01376 VAA_02033
VAA_01377 VAA_01379
VAA_01377 VAA_02421
VAA_01377 VAA_01083
VAA_01379 VAA_01393
VAA_01379 VAA_02896
VAA_01379 VAA_01337
VAA_01379 VAA_01377
VAA_01379 VAA_01376
VAA_01379 VAA_02143
VAA_01380 VAA_01902
VAA_01380 VAA_03386
VAA_01380 VAA_03383
VAA_01380 VAA_01412
VAA_01380 VAA_01414
VAA_01380 VAA_01904
VAA_01380 VAA_01901
VAA_01380 VAA_01418
VAA_01380 VAA_03326
VAA_01380 VAA_03382
VAA_01380 VAA_01903
VAA_01380 VAA_01419
VAA_01380 VAA_03388
VAA_01380 VAA_01417
VAA_01380 VAA_01256
VAA_01380 VAA_01908
VAA_01380 VAA_03524
VAA_01380 VAA_03385
VAA_01380 VAA_01416
VAA_01380 VAA_01906
VAA_01380 VAA_01907
VAA_01380 VAA_03054
VAA_01380 VAA_01443
VAA_01380 VAA_03525
VAA_01383 VAA_03001
VAA_01383 VAA_02426
VAA_01383 VAA_02425
VAA_01383 VAA_03000
VAA_01383 VAA_03002
VAA_01383 VAA_02424
VAA_01383 VAA_01384
VAA_01383 VAA_03003
VAA_01383 VAA_01385
VAA_01384 VAA_03000
VAA_01384 VAA_01383
VAA_01384 VAA_02425
VAA_01384 VAA_02424
VAA_01384 VAA_03003
VAA_01384 VAA_01385
VAA_01385 VAA_01383
VAA_01385 VAA_02425
VAA_01385 VAA_03002
VAA_01385 VAA_03001
VAA_01385 VAA_03000
VAA_01385 VAA_02424
VAA_01385 VAA_01384
VAA_01385 VAA_03003
VAA_01385 VAA_02426
VAA_01393 VAA_02726
VAA_01393 VAA_02787
VAA_01393 VAA_01005
VAA_01393 VAA_02577
VAA_01393 VAA_01379
VAA_01393 VAA_02037
VAA_01393 VAA_02034
VAA_01393 VAA_00264
VAA_01393 VAA_02578
VAA_01393 VAA_01376
VAA_01393 VAA_01031
VAA_01393 VAA_02790
VAA_01393 VAA_00175
VAA_01393 VAA_01007
VAA_01393 VAA_02033
VAA_01394 VAA_03766
VAA_01394 VAA_00511
VAA_01394 VAA_00350
VAA_01394 VAA_03589
VAA_01394 VAA_01952
VAA_01394 VAA_00177
VAA_01394 VAA_01597
VAA_01394 VAA_00619
VAA_01394 VAA_02695
VAA_01394 VAA_03328
VAA_01394 VAA_03767
VAA_01394 VAA_03857
VAA_01394 VAA_01561
VAA_01394 VAA_00351
VAA_01401 VAA_03299
VAA_01401 VAA_00959
VAA_01401 VAA_02088
VAA_01406 VAA_01901
VAA_01406 VAA_03525
VAA_01406 VAA_03383
VAA_01406 VAA_01418
VAA_01406 VAA_01907
VAA_01406 VAA_01417
VAA_01406 VAA_03382
VAA_01406 VAA_03388
VAA_01406 VAA_03385
VAA_01406 VAA_01419
VAA_01406 VAA_01906
VAA_01406 VAA_01416
VAA_01406 VAA_03524
VAA_01406 VAA_03326
VAA_01406 VAA_01256
VAA_01406 VAA_01908
VAA_01406 VAA_01904
VAA_01406 VAA_01443
VAA_01406 VAA_03386
VAA_01406 VAA_01903
VAA_01406 VAA_01414
VAA_01406 VAA_01902
VAA_01406 VAA_03054
VAA_01406 VAA_01412
VAA_01407 VAA_01561
VAA_01407 VAA_00177
VAA_01407 VAA_01474
VAA_01407 VAA_01597
VAA_01407 VAA_02548
VAA_01407 VAA_00511
VAA_01407 VAA_03321
VAA_01407 VAA_03550
VAA_01407 VAA_03144
VAA_01407 VAA_03328
VAA_01407 VAA_00317
VAA_01409 VAA_02616
VAA_01409 VAA_01648
VAA_01409 VAA_01685
VAA_01409 VAA_02198
VAA_01409 VAA_02977
VAA_01409 VAA_02581
VAA_01409 VAA_01599
VAA_01409 VAA_01791
VAA_01409 VAA_00433
VAA_01409 VAA_00425
VAA_01409 VAA_03318
VAA_01409 VAA_02568
VAA_01409 VAA_02393
VAA_01409 VAA_00494
VAA_01409 VAA_03684
VAA_01409 VAA_02261
VAA_01409 VAA_00902
VAA_01409 VAA_00456
VAA_01409 VAA_01748
VAA_01409 VAA_01747
VAA_01409 VAA_00707
VAA_01411 VAA_03524
VAA_01411 VAA_01903
VAA_01411 VAA_01412
VAA_01411 VAA_03383
VAA_01411 VAA_03386
VAA_01411 VAA_01901
VAA_01411 VAA_01418
VAA_01411 VAA_01904
VAA_01411 VAA_03326
VAA_01411 VAA_01902
VAA_01411 VAA_01414
VAA_01411 VAA_03382
VAA_01411 VAA_03385
VAA_01411 VAA_01907
VAA_01411 VAA_01417
VAA_01411 VAA_01256
VAA_01411 VAA_03388
VAA_01411 VAA_01906
VAA_01411 VAA_01416
VAA_01411 VAA_01908
VAA_01411 VAA_01419
VAA_01411 VAA_01443
VAA_01411 VAA_03525
VAA_01411 VAA_03054
VAA_01412 VAA_01373
VAA_01412 VAA_03387
VAA_01412 VAA_00265
VAA_01412 VAA_01812
VAA_01412 VAA_01380
VAA_01412 VAA_01909
VAA_01412 VAA_00340
VAA_01412 VAA_00916
VAA_01412 VAA_03386
VAA_01412 VAA_01903
VAA_01412 VAA_01414
VAA_01412 VAA_01905
VAA_01412 VAA_01583
VAA_01412 VAA_01416
VAA_01412 VAA_00890
VAA_01412 VAA_1440
VAA_01412 VAA_00985
VAA_01412 VAA_03092
VAA_01412 VAA_03383
VAA_01412 VAA_01411
VAA_01412 VAA_03188
VAA_01412 VAA_01936
VAA_01412 VAA_03486
VAA_01412 VAA_02866
VAA_01412 VAA_03219
VAA_01412 VAA_03177
VAA_01412 VAA_03382
VAA_01412 VAA_01510
VAA_01412 VAA_01422
VAA_01412 VAA_01927
VAA_01412 VAA_03448
VAA_01412 VAA_03754
VAA_01412 VAA_00920
VAA_01412 VAA_01904
VAA_01412 VAA_01987
VAA_01412 VAA_01349
VAA_01412 VAA_01415
VAA_01412 VAA_01406
VAA_01412 VAA_03102
VAA_01412 VAA_01902
VAA_01412 VAA_02980
VAA_01412 VAA_01333
VAA_01412 VAA_01612
VAA_01412 VAA_04296
VAA_01414 VAA_01927
VAA_01414 VAA_01443
VAA_01414 VAA_01812
VAA_01414 VAA_01416
VAA_01414 VAA_01373
VAA_01414 VAA_04296
VAA_01414 VAA_03754
VAA_01414 VAA_01905
VAA_01414 VAA_01987
VAA_01414 VAA_00920
VAA_01414 VAA_01903
VAA_01414 VAA_01904
VAA_01414 VAA_03386
VAA_01414 VAA_03054
VAA_01414 VAA_01415
VAA_01414 VAA_01349
VAA_01414 VAA_01412
VAA_01414 VAA_00985
VAA_01414 VAA_01902
VAA_01414 VAA_01406
VAA_01414 VAA_01612
VAA_01414 VAA_03383
VAA_01414 VAA_01901
VAA_01414 VAA_01333
VAA_01414 VAA_02980
VAA_01414 VAA_03092
VAA_01414 VAA_01411
VAA_01414 VAA_03188
VAA_01414 VAA_01909
VAA_01414 VAA_03326
VAA_01414 VAA_01256
VAA_01414 VAA_01380
VAA_01414 VAA_01908
VAA_01414 VAA_01936
VAA_01414 VAA_02866
VAA_01414 VAA_03486
VAA_01414 VAA_03388
VAA_01414 VAA_03385
VAA_01414 VAA_01419
VAA_01414 VAA_00340
VAA_01414 VAA_00916
VAA_01414 VAA_03177
VAA_01414 VAA_01510
VAA_01414 VAA_03382
VAA_01414 VAA_03102
VAA_01414 VAA_03525
VAA_01414 VAA_03219
VAA_01414 VAA_01422
VAA_01414 VAA_00890
VAA_01414 VAA_1440
VAA_01415 VAA_03326
VAA_01415 VAA_01906
VAA_01415 VAA_01908
VAA_01415 VAA_01256
VAA_01415 VAA_03388
VAA_01415 VAA_03385
VAA_01415 VAA_01419
VAA_01415 VAA_03382
VAA_01415 VAA_01443
VAA_01415 VAA_03386
VAA_01415 VAA_01414
VAA_01415 VAA_01903
VAA_01415 VAA_01904
VAA_01415 VAA_03054
VAA_01415 VAA_01412
VAA_01415 VAA_01902
VAA_01415 VAA_01416
VAA_01415 VAA_03524
VAA_01415 VAA_03525
VAA_01415 VAA_01907
VAA_01415 VAA_01418
VAA_01415 VAA_03383
VAA_01415 VAA_01901
VAA_01415 VAA_01417
VAA_01416 VAA_01419
VAA_01416 VAA_03326
VAA_01416 VAA_01987
VAA_01416 VAA_01936
VAA_01416 VAA_02866
VAA_01416 VAA_03385
VAA_01416 VAA_01908
VAA_01416 VAA_01380
VAA_01416 VAA_01256
VAA_01416 VAA_01909
VAA_01416 VAA_03054
VAA_01416 VAA_03486
VAA_01416 VAA_03388
VAA_01416 VAA_01414
VAA_01416 VAA_01415
VAA_01416 VAA_01349
VAA_01416 VAA_01905
VAA_01416 VAA_01412
VAA_01416 VAA_01406
VAA_01416 VAA_01902
VAA_01416 VAA_1440
VAA_01416 VAA_03525
VAA_01416 VAA_00890
VAA_01416 VAA_03102
VAA_01416 VAA_00985
VAA_01416 VAA_04296
VAA_01416 VAA_01901
VAA_01416 VAA_01612
VAA_01416 VAA_02980
VAA_01416 VAA_01333
VAA_01416 VAA_03092
VAA_01416 VAA_03188
VAA_01416 VAA_01411
VAA_01416 VAA_03386
VAA_01416 VAA_00340
VAA_01416 VAA_01927
VAA_01416 VAA_00916
VAA_01416 VAA_03177
VAA_01416 VAA_03219
VAA_01416 VAA_01510
VAA_01416 VAA_01422
VAA_01416 VAA_01443
VAA_01416 VAA_01812
VAA_01416 VAA_03754
VAA_01416 VAA_00920
VAA_01416 VAA_01373
VAA_01417 VAA_01909
VAA_01417 VAA_01380
VAA_01417 VAA_01906
VAA_01417 VAA_00340
VAA_01417 VAA_00916
VAA_01417 VAA_01812
VAA_01417 VAA_01373
VAA_01417 VAA_01905
VAA_01417 VAA_1440
VAA_01417 VAA_00890
VAA_01417 VAA_03092
VAA_01417 VAA_00985
VAA_01417 VAA_03188
VAA_01417 VAA_01411
VAA_01417 VAA_03177
VAA_01417 VAA_01936
VAA_01417 VAA_03486
VAA_01417 VAA_02866
VAA_01417 VAA_01510
VAA_01417 VAA_01422
VAA_01417 VAA_03219
VAA_01417 VAA_01927
VAA_01417 VAA_00920
VAA_01417 VAA_03754
VAA_01417 VAA_01415
VAA_01417 VAA_01349
VAA_01417 VAA_01987
VAA_01417 VAA_01406
VAA_01417 VAA_03524
VAA_01417 VAA_03102
VAA_01417 VAA_04296
VAA_01417 VAA_01612
VAA_01417 VAA_01333
VAA_01417 VAA_02980
VAA_01418 VAA_00920
VAA_01418 VAA_01927
VAA_01418 VAA_01380
VAA_01418 VAA_01583
VAA_01418 VAA_01987
VAA_01418 VAA_01909
VAA_01418 VAA_01349
VAA_01418 VAA_01415
VAA_01418 VAA_01936
VAA_01418 VAA_01905
VAA_01418 VAA_01406
VAA_01418 VAA_03486
VAA_01418 VAA_02866
VAA_01418 VAA_01510
VAA_01418 VAA_00340
VAA_01418 VAA_00916
VAA_01418 VAA_03102
VAA_01418 VAA_03177
VAA_01418 VAA_02980
VAA_01418 VAA_03219
VAA_01418 VAA_00890
VAA_01418 VAA_1440
VAA_01418 VAA_01907
VAA_01418 VAA_04296
VAA_01418 VAA_01422
VAA_01418 VAA_00985
VAA_01418 VAA_01812
VAA_01418 VAA_01333
VAA_01418 VAA_01612
VAA_01418 VAA_03092
VAA_01418 VAA_03754
VAA_01418 VAA_01373
VAA_01418 VAA_03188
VAA_01418 VAA_01411
VAA_01419 VAA_01812
VAA_01419 VAA_01380
VAA_01419 VAA_01908
VAA_01419 VAA_01909
VAA_01419 VAA_03385
VAA_01419 VAA_01936
VAA_01419 VAA_02866
VAA_01419 VAA_03486
VAA_01419 VAA_00340
VAA_01419 VAA_00916
VAA_01419 VAA_01422
VAA_01419 VAA_03219
VAA_01419 VAA_03177
VAA_01419 VAA_03382
VAA_01419 VAA_01510
VAA_01419 VAA_01927
VAA_01419 VAA_01373
VAA_01419 VAA_00920
VAA_01419 VAA_03754
VAA_01419 VAA_03386
VAA_01419 VAA_01903
VAA_01419 VAA_01904
VAA_01419 VAA_01414
VAA_01419 VAA_01349
VAA_01419 VAA_01987
VAA_01419 VAA_01415
VAA_01419 VAA_01902
VAA_01419 VAA_01905
VAA_01419 VAA_01406
VAA_01419 VAA_01416
VAA_01419 VAA_03102
VAA_01419 VAA_1440
VAA_01419 VAA_00890
VAA_01419 VAA_01411
VAA_01419 VAA_03383
VAA_01419 VAA_04296
VAA_01419 VAA_00985
VAA_01419 VAA_01612
VAA_01419 VAA_02980
VAA_01419 VAA_01333
VAA_01419 VAA_03092
VAA_01419 VAA_03188
VAA_01422 VAA_03326
VAA_01422 VAA_01256
VAA_01422 VAA_01908
VAA_01422 VAA_03385
VAA_01422 VAA_03388
VAA_01422 VAA_01419
VAA_01422 VAA_01906
VAA_01422 VAA_03382
VAA_01422 VAA_01414
VAA_01422 VAA_01443
VAA_01422 VAA_01903
VAA_01422 VAA_01416
VAA_01422 VAA_03054
VAA_01422 VAA_01412
VAA_01422 VAA_01902
VAA_01422 VAA_03524
VAA_01422 VAA_03525
VAA_01422 VAA_01418
VAA_01422 VAA_01907
VAA_01422 VAA_03383
VAA_01422 VAA_01901
VAA_01422 VAA_01417
VAA_01422 VAA_01904
VAA_01422 VAA_03386
VAA_01423 VAA_01627
VAA_01423 VAA_02066
VAA_01426 VAA_01106
VAA_01426 VAA_02088
VAA_01426 VAA_02581
VAA_01426 VAA_02309
VAA_01426 VAA_00865
VAA_01426 VAA_02614
VAA_01426 VAA_00051
VAA_01426 VAA_02252
VAA_01426 VAA_03683
VAA_01426 VAA_00999
VAA_01426 VAA_01316
VAA_01426 VAA_00869
VAA_01426 VAA_02491
VAA_01426 VAA_03684
VAA_01426 VAA_00870
VAA_01426 VAA_03666
VAA_01426 VAA_01746
VAA_01426 VAA_02251
VAA_01426 VAA_01120
VAA_01426 VAA_03066
VAA_01426 VAA_03682
VAA_01426 VAA_03795
VAA_01426 VAA_03796
VAA_01429 VAA_02247
VAA_01429 VAA_03439
VAA_01429 VAA_02646
VAA_01429 VAA_03340
VAA_01429 VAA_00433
VAA_01429 VAA_00425
VAA_01429 VAA_02248
VAA_01430 VAA_01685
VAA_01430 VAA_02584
VAA_01430 VAA_01599
VAA_01430 VAA_02606
VAA_01430 VAA_02337
VAA_01430 VAA_01259
VAA_01430 VAA_03414
VAA_01430 VAA_03413
VAA_01430 VAA_02609
VAA_01430 VAA_02622
VAA_01430 VAA_02607
VAA_01430 VAA_03416
VAA_01430 VAA_03412
VAA_01430 VAA_03415
VAA_01430 VAA_00531
VAA_01430 VAA_01793
VAA_01430 VAA_03141
VAA_01430 VAA_03319
VAA_01430 VAA_02226
VAA_01430 VAA_02608
VAA_01439 VAA_02229
VAA_01439 VAA_03628
VAA_01439 VAA_00853
VAA_01439 VAA_00263
VAA_01439 VAA_00329
VAA_01439 VAA_03030
VAA_01439 VAA_00494
VAA_01439 VAA_03720
VAA_01439 VAA_03319
VAA_01439 VAA_01746
VAA_01439 VAA_00519
VAA_01439 VAA_02281
VAA_01443 VAA_00916
VAA_01443 VAA_00340
VAA_01443 VAA_01380
VAA_01443 VAA_01909
VAA_01443 VAA_01812
VAA_01443 VAA_03387
VAA_01443 VAA_01414
VAA_01443 VAA_01373
VAA_01443 VAA_01903
VAA_01443 VAA_03386
VAA_01443 VAA_01905
VAA_01443 VAA_01416
VAA_01443 VAA_00890
VAA_01443 VAA_1440
VAA_01443 VAA_00985
VAA_01443 VAA_03092
VAA_01443 VAA_03383
VAA_01443 VAA_01411
VAA_01443 VAA_03188
VAA_01443 VAA_02866
VAA_01443 VAA_03486
VAA_01443 VAA_01936
VAA_01443 VAA_03177
VAA_01443 VAA_01422
VAA_01443 VAA_01510
VAA_01443 VAA_03382
VAA_01443 VAA_03219
VAA_01443 VAA_01583
VAA_01443 VAA_01927
VAA_01443 VAA_01904
VAA_01443 VAA_03754
VAA_01443 VAA_03448
VAA_01443 VAA_00920
VAA_01443 VAA_00265
VAA_01443 VAA_01902
VAA_01443 VAA_01406
VAA_01443 VAA_01987
VAA_01443 VAA_01349
VAA_01443 VAA_01415
VAA_01443 VAA_01612
VAA_01443 VAA_03102
VAA_01443 VAA_04296
VAA_01443 VAA_02980
VAA_01443 VAA_01333
VAA_01447 VAA_03362
VAA_01450 VAA_01512
VAA_01451 VAA_02345
VAA_01451 VAA_00264
VAA_01451 VAA_01085
VAA_01471 VAA_01480
VAA_01471 VAA_00522
VAA_01474 VAA_00177
VAA_01474 VAA_01407
VAA_01474 VAA_01597
VAA_01474 VAA_00511
VAA_01474 VAA_02548
VAA_01474 VAA_03321
VAA_01474 VAA_03550
VAA_01474 VAA_03144
VAA_01474 VAA_03328
VAA_01474 VAA_01561
VAA_01474 VAA_00317
VAA_01477 VAA_01479
VAA_01477 VAA_01478
VAA_01478 VAA_01480
VAA_01478 VAA_01477
VAA_01479 VAA_01477
VAA_01480 VAA_01478
VAA_01480 VAA_01471
VAA_01495 VAA_00264
VAA_01495 VAA_02033
VAA_01495 VAA_01613
VAA_01495 VAA_02726
VAA_01495 VAA_03420
VAA_01495 VAA_02577
VAA_01495 VAA_01277
VAA_01495 VAA_02578
VAA_01495 VAA_00771
VAA_01495 VAA_00175
VAA_01495 VAA_01815
VAA_01495 VAA_012817
VAA_01498 VAA_01165
VAA_01498 VAA_01683
VAA_01501 VAA_01103
VAA_01501 VAA_03432
VAA_01501 VAA_01857
VAA_01501 VAA_02360
VAA_01501 VAA_00818
VAA_01501 VAA_03354
VAA_01501 VAA_03270
VAA_01501 VAA_3196
VAA_01501 VAA_01104
VAA_01501 VAA_03566
VAA_01501 VAA_03273
VAA_01501 VAA_03341
VAA_01509 VAA_03651
VAA_01509 VAA_02521
VAA_01509 VAA_03652
VAA_01509 VAA_01741
VAA_01509 VAA_02522
VAA_01509 VAA_01127
VAA_01510 VAA_01903
VAA_01510 VAA_03383
VAA_01510 VAA_03386
VAA_01510 VAA_01412
VAA_01510 VAA_01901
VAA_01510 VAA_01904
VAA_01510 VAA_01418
VAA_01510 VAA_03326
VAA_01510 VAA_01416
VAA_01510 VAA_01414
VAA_01510 VAA_03382
VAA_01510 VAA_01902
VAA_01510 VAA_03388
VAA_01510 VAA_01417
VAA_01510 VAA_01256
