DMR_00010 DMR_30800
DMR_11350 DMR_45610
DMR_11350 DMR_05880
DMR_11350 DMR_22420
DMR_11350 DMR_12090
DMR_11350 DMR_11370
DMR_11350 DMR_05860
DMR_11350 DMR_11400
DMR_11350 DMR_05810
DMR_11350 DMR_05820
DMR_11350 DMR_22660
DMR_11350 DMR_11380
DMR_11350 DMR_45580
DMR_11350 DMR_37820
DMR_11350 DMR_09060
DMR_11350 DMR_22440
DMR_11350 DMR_45590
DMR_11350 DMR_05800
DMR_11350 DMR_01770
DMR_11350 DMR_22450
DMR_11350 DMR_12060
DMR_11350 DMR_11360
DMR_11350 DMR_22670
DMR_11350 DMR_09090
DMR_11350 DMR_05890
DMR_11350 DMR_38970
DMR_11350 DMR_03460
DMR_11350 DMR_12070
DMR_11350 DMR_05870
DMR_11350 DMR_09070
DMR_11350 DMR_22680
DMR_11350 DMR_11390
DMR_11350 DMR_45600
DMR_11350 DMR_22650
DMR_11350 DMR_12080
DMR_11350 DMR_05790
DMR_11360 DMR_09050
DMR_11360 DMR_05880
DMR_11360 DMR_05900
DMR_11360 DMR_05860
DMR_11360 DMR_11370
DMR_11360 DMR_45570
DMR_11360 DMR_05810
DMR_11360 DMR_11400
DMR_11360 DMR_09060
DMR_11360 DMR_22660
DMR_11360 DMR_11380
DMR_11360 DMR_45580
DMR_11360 DMR_05830
DMR_11360 DMR_45590
DMR_11360 DMR_22440
DMR_11360 DMR_01770
DMR_11360 DMR_05800
DMR_11360 DMR_37820
DMR_11360 DMR_22450
DMR_11360 DMR_22690
DMR_11360 DMR_22410
DMR_11360 DMR_12060
DMR_11360 DMR_12070
DMR_11360 DMR_11350
DMR_11360 DMR_22670
DMR_11360 DMR_12100
DMR_11360 DMR_03460
DMR_11360 DMR_09070
DMR_11360 DMR_05870
DMR_11360 DMR_38970
DMR_11360 DMR_11390
DMR_11360 DMR_45600
DMR_11360 DMR_09040
DMR_11360 DMR_05790
DMR_11360 DMR_12080
DMR_11360 DMR_22650
DMR_11370 DMR_22680
DMR_11370 DMR_38970
DMR_11370 DMR_09070
DMR_11370 DMR_05870
DMR_11370 DMR_12070
DMR_11370 DMR_11390
DMR_11370 DMR_45600
DMR_11370 DMR_05790
DMR_11370 DMR_09040
DMR_11370 DMR_22650
DMR_11370 DMR_05890
DMR_11370 DMR_05900
DMR_11370 DMR_45610
DMR_11370 DMR_09050
DMR_11370 DMR_12090
DMR_11370 DMR_22420
DMR_11370 DMR_11400
DMR_11370 DMR_45570
DMR_11370 DMR_05860
DMR_11370 DMR_11380
DMR_11370 DMR_22660
DMR_11370 DMR_05830
DMR_11370 DMR_37820
DMR_11370 DMR_22440
DMR_11370 DMR_45590
DMR_11370 DMR_01770
DMR_11370 DMR_05800
DMR_11370 DMR_22690
DMR_11370 DMR_22450
DMR_11370 DMR_09090
DMR_11370 DMR_11360
DMR_11370 DMR_22410
DMR_11370 DMR_12060
DMR_11370 DMR_11350
DMR_11370 DMR_12100
DMR_11370 DMR_05820
DMR_11370 DMR_03460
DMR_11380 DMR_38970
DMR_11380 DMR_22680
DMR_11380 DMR_12080
DMR_11380 DMR_05790
DMR_11380 DMR_09040
DMR_11380 DMR_45600
DMR_11380 DMR_11390
DMR_11380 DMR_05890
DMR_11380 DMR_22650
DMR_11380 DMR_05820
DMR_11380 DMR_12100
DMR_11380 DMR_03460
DMR_11380 DMR_22670
DMR_11380 DMR_45610
DMR_11380 DMR_09050
DMR_11380 DMR_05860
DMR_11380 DMR_05880
DMR_11380 DMR_05900
DMR_11380 DMR_22420
DMR_11380 DMR_12090
DMR_11380 DMR_45570
DMR_11380 DMR_11370
DMR_11380 DMR_11350
DMR_11380 DMR_11400
DMR_11380 DMR_05810
DMR_11380 DMR_09090
DMR_11380 DMR_22450
DMR_11380 DMR_09060
DMR_11380 DMR_45580
DMR_11380 DMR_05830
DMR_11380 DMR_37820
DMR_11380 DMR_22690
DMR_11380 DMR_11360
DMR_11380 DMR_12060
DMR_11380 DMR_01770
DMR_11380 DMR_22410
DMR_11390 DMR_12070
DMR_11390 DMR_11380
DMR_11390 DMR_45580
DMR_11390 DMR_45610
DMR_11390 DMR_05810
DMR_11390 DMR_22410
DMR_11390 DMR_05880
DMR_11390 DMR_09070
DMR_11390 DMR_05900
DMR_11390 DMR_22440
DMR_11390 DMR_22420
DMR_11390 DMR_22680
DMR_11390 DMR_05830
DMR_11390 DMR_05870
DMR_11390 DMR_09060
DMR_11390 DMR_12090
DMR_11390 DMR_11370
DMR_11390 DMR_12080
DMR_11390 DMR_11360
DMR_11390 DMR_45570
DMR_11390 DMR_09090
DMR_11390 DMR_09040
DMR_11390 DMR_45590
DMR_11390 DMR_05890
DMR_11390 DMR_05800
DMR_11390 DMR_22670
DMR_11390 DMR_11350
DMR_11390 DMR_12100
DMR_11390 DMR_05820
DMR_11390 DMR_22660
DMR_11390 DMR_22690
DMR_11400 DMR_12080
DMR_11400 DMR_09090
DMR_11400 DMR_45590
DMR_11400 DMR_09070
DMR_11400 DMR_45580
DMR_11400 DMR_11380
DMR_11400 DMR_12070
DMR_11400 DMR_45610
DMR_11400 DMR_05900
DMR_11400 DMR_09040
DMR_11400 DMR_05880
DMR_11400 DMR_22410
DMR_11400 DMR_05830
DMR_11400 DMR_22420
DMR_11400 DMR_05870
DMR_11400 DMR_22680
DMR_11400 DMR_05810
DMR_11400 DMR_05890
DMR_11400 DMR_05800
DMR_11400 DMR_11350
DMR_11400 DMR_22670
DMR_11400 DMR_12100
DMR_11400 DMR_05820
DMR_11400 DMR_22660
DMR_11400 DMR_22690
DMR_11400 DMR_45570
DMR_11400 DMR_11360
DMR_11400 DMR_11370
DMR_11400 DMR_12090
DMR_11400 DMR_22440
DMR_11400 DMR_09060
DMR_11650 DMR_37500
DMR_11650 DMR_39990
DMR_11650 DMR_44060
DMR_11650 DMR_16040
DMR_11650 DMR_12050
DMR_11650 DMR_00300
DMR_11650 DMR_23210
DMR_11650 DMR_14920
DMR_11650 DMR_03270
DMR_11650 DMR_18240
DMR_11650 DMR_30810
DMR_11650 DMR_45000
DMR_11660 DMR_05180
DMR_11660 DMR_19010
DMR_11660 DMR_42330
DMR_11660 DMR_05550
DMR_11660 DMR_37260
DMR_11660 DMR_28090
DMR_11660 DMR_31320
DMR_11660 DMR_34930
DMR_11660 DMR_35020
DMR_11660 DMR_21080
DMR_11660 DMR_22840
DMR_11660 DMR_44600
DMR_11660 DMR_42440
DMR_11660 DMR_44980
DMR_11660 DMR_38720
DMR_11660 DMR_33930
DMR_11660 DMR_26700
DMR_11660 DMR_05370
DMR_11660 DMR_28980
DMR_11660 DMR_25420
DMR_11660 DMR_06140
DMR_11680 DMR_42060
DMR_11680 DMR_00070
DMR_11680 DMR_21720
DMR_11790 DMR_42700
DMR_11830 DMR_39940
DMR_11830 DMR_37970
DMR_11830 DMR_35600
DMR_11830 DMR_03290
DMR_11830 DMR_35590
DMR_11830 DMR_27710
DMR_11840 DMR_02540
DMR_11850 DMR_03630
DMR_11850 DMR_05060
DMR_11870 DMR_02540
DMR_11870 DMR_02550
DMR_11880 DMR_05060
DMR_12000 DMR_12030
DMR_12000 DMR_12010
DMR_12000 DMR_12020
DMR_12000 DMR_12040
DMR_12010 DMR_12030
DMR_12010 DMR_12040
DMR_12010 DMR_12000
DMR_12010 DMR_12020
DMR_12020 DMR_12040
DMR_12020 DMR_12010
DMR_12020 DMR_12000
DMR_12020 DMR_12030
DMR_12030 DMR_12040
DMR_12030 DMR_12000
DMR_12030 DMR_12010
DMR_12030 DMR_12020
DMR_12040 DMR_12020
DMR_12040 DMR_12000
DMR_12040 DMR_12010
DMR_12040 DMR_12030
DMR_12050 DMR_15760
DMR_12050 DMR_43540
DMR_12050 DMR_34300
DMR_12050 DMR_44060
DMR_12050 DMR_17240
DMR_12050 DMR_37460
DMR_12050 DMR_37450
DMR_12050 DMR_11650
DMR_12050 DMR_26930
DMR_12050 DMR_30810
DMR_12050 DMR_26700
DMR_12050 DMR_14270
DMR_12050 DMR_15740
DMR_12050 DMR_34340
DMR_12050 DMR_05730
DMR_12050 DMR_14920
DMR_12050 DMR_24450
DMR_12050 DMR_18240
DMR_12050 DMR_15750
DMR_12050 DMR_39990
DMR_12050 DMR_24460
DMR_12050 DMR_05740
DMR_12050 DMR_21130
DMR_12050 DMR_37500
DMR_12050 DMR_28100
DMR_12050 DMR_24440
DMR_12050 DMR_34310
DMR_12060 DMR_22660
DMR_12060 DMR_05890
DMR_12060 DMR_45610
DMR_12060 DMR_05800
DMR_12060 DMR_45580
DMR_12060 DMR_11380
DMR_12060 DMR_05870
DMR_12060 DMR_05880
DMR_12060 DMR_05900
DMR_12060 DMR_11370
DMR_12060 DMR_45570
DMR_12060 DMR_12090
DMR_12060 DMR_22420
DMR_12060 DMR_05810
DMR_12060 DMR_09060
DMR_12060 DMR_05830
DMR_12060 DMR_22440
DMR_12060 DMR_12070
DMR_12060 DMR_45590
DMR_12060 DMR_22690
DMR_12060 DMR_12100
DMR_12060 DMR_09090
DMR_12060 DMR_11360
DMR_12060 DMR_22670
DMR_12060 DMR_09070
DMR_12060 DMR_22410
DMR_12060 DMR_11350
DMR_12060 DMR_05820
DMR_12060 DMR_12080
DMR_12060 DMR_22680
DMR_12060 DMR_09040
DMR_12070 DMR_45600
DMR_12070 DMR_11390
DMR_12070 DMR_22650
DMR_12070 DMR_12080
DMR_12070 DMR_05790
DMR_12070 DMR_09040
DMR_12070 DMR_05890
DMR_12070 DMR_38970
DMR_12070 DMR_22680
DMR_12070 DMR_09050
DMR_12070 DMR_45610
DMR_12070 DMR_05880
DMR_12070 DMR_05900
DMR_12070 DMR_11400
DMR_12070 DMR_22420
DMR_12070 DMR_12090
DMR_12070 DMR_45570
DMR_12070 DMR_11370
DMR_12070 DMR_05860
DMR_12070 DMR_05810
DMR_12070 DMR_09060
DMR_12070 DMR_45580
DMR_12070 DMR_05830
DMR_12070 DMR_22690
DMR_12070 DMR_37820
DMR_12070 DMR_09090
DMR_12070 DMR_22410
DMR_12070 DMR_22450
DMR_12070 DMR_01770
DMR_12070 DMR_11360
DMR_12070 DMR_12060
DMR_12070 DMR_03460
DMR_12070 DMR_05820
DMR_12070 DMR_11350
DMR_12070 DMR_22670
DMR_12070 DMR_12100
DMR_12080 DMR_09050
DMR_12080 DMR_05900
DMR_12080 DMR_45610
DMR_12080 DMR_12090
DMR_12080 DMR_22420
DMR_12080 DMR_05860
DMR_12080 DMR_45570
DMR_12080 DMR_11400
DMR_12080 DMR_22660
DMR_12080 DMR_11380
DMR_12080 DMR_05830
DMR_12080 DMR_22440
DMR_12080 DMR_45590
DMR_12080 DMR_37820
DMR_12080 DMR_05800
DMR_12080 DMR_22450
DMR_12080 DMR_22690
DMR_12080 DMR_01770
DMR_12080 DMR_22410
DMR_12080 DMR_09090
DMR_12080 DMR_12060
DMR_12080 DMR_11360
DMR_12080 DMR_11350
DMR_12080 DMR_05820
DMR_12080 DMR_12100
DMR_12080 DMR_05870
DMR_12080 DMR_03460
DMR_12080 DMR_12070
DMR_12080 DMR_09070
DMR_12080 DMR_38970
DMR_12080 DMR_22680
DMR_12080 DMR_45600
DMR_12080 DMR_11390
DMR_12080 DMR_09040
DMR_12080 DMR_05790
DMR_12080 DMR_22650
DMR_12080 DMR_05890
DMR_12090 DMR_12100
DMR_12090 DMR_03460
DMR_12090 DMR_22670
DMR_12090 DMR_05830
DMR_12090 DMR_09050
DMR_12090 DMR_05900
DMR_12090 DMR_05880
DMR_12090 DMR_05810
DMR_12090 DMR_05860
DMR_12090 DMR_11370
DMR_12090 DMR_45570
DMR_12090 DMR_11400
DMR_12090 DMR_22660
DMR_12090 DMR_45580
DMR_12090 DMR_11380
DMR_12090 DMR_11350
DMR_12090 DMR_12060
DMR_12090 DMR_09060
DMR_12090 DMR_37820
DMR_12090 DMR_22440
DMR_12090 DMR_45590
DMR_12090 DMR_22690
DMR_12090 DMR_05800
DMR_12090 DMR_01770
DMR_12090 DMR_22450
DMR_12090 DMR_22410
DMR_12090 DMR_12070
DMR_12090 DMR_38970
DMR_12090 DMR_09070
DMR_12090 DMR_05870
DMR_12090 DMR_11390
DMR_12090 DMR_45600
DMR_12090 DMR_09040
DMR_12090 DMR_12080
DMR_12090 DMR_05790
DMR_12090 DMR_22650
DMR_12100 DMR_22440
DMR_12100 DMR_09060
DMR_12100 DMR_22660
DMR_12100 DMR_45580
DMR_12100 DMR_11380
DMR_12100 DMR_45590
DMR_12100 DMR_05800
DMR_12100 DMR_37820
DMR_12100 DMR_22450
DMR_12100 DMR_01770
DMR_12100 DMR_12060
DMR_12100 DMR_11360
DMR_12100 DMR_09090
DMR_12100 DMR_22670
DMR_12100 DMR_05820
DMR_12100 DMR_03460
DMR_12100 DMR_12070
DMR_12100 DMR_22680
DMR_12100 DMR_09070
DMR_12100 DMR_05870
DMR_12100 DMR_38970
DMR_12100 DMR_05790
DMR_12100 DMR_11390
DMR_12100 DMR_12080
DMR_12100 DMR_45600
DMR_12100 DMR_05890
DMR_12100 DMR_22650
DMR_12100 DMR_05810
DMR_12100 DMR_11400
DMR_12100 DMR_05860
DMR_12100 DMR_05880
DMR_12100 DMR_09050
DMR_12100 DMR_45610
DMR_12100 DMR_11370
DMR_12100 DMR_12090
DMR_12100 DMR_22420
DMR_12460 DMR_24480
DMR_12460 DMR_31150
DMR_12460 DMR_17700
DMR_12460 DMR_23740
DMR_12460 DMR_40230
DMR_12460 DMR_31740
DMR_12460 DMR_19960
DMR_12460 DMR_44720
DMR_12460 DMR_14050
DMR_12460 DMR_31650
DMR_12460 DMR_35950
DMR_12460 DMR_25360
DMR_12460 DMR_25890
DMR_12460 DMR_17070
DMR_12460 DMR_44320
DMR_12460 DMR_05590
DMR_12460 DMR_05180
DMR_12460 DMR_19990
DMR_12460 DMR_04610
DMR_12460 DMR_31160
DMR_12510 DMR_43860
DMR_12510 DMR_12530
DMR_12510 DMR_12520
DMR_12520 DMR_43860
DMR_12520 DMR_12530
DMR_12520 DMR_12510
DMR_12530 DMR_43860
DMR_12530 DMR_12510
DMR_12530 DMR_12520
DMR_12590 DMR_23920
DMR_12590 DMR_02850
DMR_12590 DMR_23750
DMR_12590 DMR_19040
DMR_12590 DMR_11050
DMR_12590 DMR_23770
DMR_12590 DMR_33460
DMR_12590 DMR_27990
DMR_12590 DMR_09310
DMR_12590 DMR_36600
DMR_12590 DMR_23820
DMR_12590 DMR_33430
DMR_12590 DMR_23780
DMR_12590 DMR_33480
DMR_12590 DMR_16140
DMR_12590 DMR_26640
DMR_12590 DMR_18430
DMR_12590 DMR_23760
DMR_12590 DMR_33420
DMR_12590 DMR_29050
DMR_12590 DMR_28680
DMR_12590 DMR_33440
DMR_12590 DMR_20770
DMR_12590 DMR_02830
DMR_12590 DMR_10020
DMR_12620 DMR_34880
DMR_12620 DMR_34870
DMR_12660 DMR_38410
DMR_12660 DMR_19370
DMR_12660 DMR_08390
DMR_12660 DMR_26010
DMR_12660 DMR_39830
DMR_12660 DMR_21960
DMR_12660 DMR_43690
DMR_12660 DMR_19380
DMR_12660 DMR_15390
DMR_12660 DMR_18910
DMR_12660 DMR_20580
DMR_12660 DMR_19360
DMR_12660 DMR_21160
DMR_12670 DMR_15660
DMR_12670 DMR_12680
DMR_12670 DMR_39720
DMR_12670 DMR_07430
DMR_12670 DMR_16220
DMR_12680 DMR_39730
DMR_12680 DMR_16230
DMR_12680 DMR_12670
DMR_12680 DMR_15670
DMR_12680 DMR_07440
DMR_12700 DMR_23290
DMR_12710 DMR_15780
DMR_12710 DMR_17770
DMR_12710 DMR_17880
DMR_12710 DMR_23290
DMR_12710 DMR_34280
DMR_12710 DMR_15980
DMR_12710 DMR_19670
DMR_12710 DMR_05760
DMR_12710 DMR_18770
DMR_12710 DMR_34270
DMR_12710 DMR_05780
DMR_12710 DMR_18800
DMR_12710 DMR_20070
DMR_12710 DMR_05770
DMR_12710 DMR_07380
DMR_12710 DMR_34290
DMR_12710 DMR_26930
DMR_12710 DMR_14270
DMR_12710 DMR_07370
DMR_12710 DMR_06660
DMR_12710 DMR_39950
DMR_12710 DMR_18780
DMR_13040 DMR_25690
DMR_13040 DMR_38190
DMR_13140 DMR_37140
DMR_13140 DMR_03610
DMR_13140 DMR_03600
DMR_13140 DMR_17120
DMR_13140 DMR_08220
DMR_13310 DMR_28300
DMR_13310 DMR_14870
DMR_13310 DMR_06960
DMR_13310 DMR_28310
DMR_13310 DMR_14880
DMR_13310 DMR_14900
DMR_13310 DMR_06970
DMR_13310 DMR_14890
DMR_13310 DMR_27820
DMR_13320 DMR_06960
DMR_13320 DMR_14870
DMR_13320 DMR_28300
DMR_13320 DMR_28310
DMR_13320 DMR_27830
DMR_13320 DMR_14880
DMR_13320 DMR_14900
DMR_13320 DMR_06970
DMR_13320 DMR_14890
DMR_13330 DMR_14880
DMR_13330 DMR_06970
DMR_13330 DMR_14900
DMR_13330 DMR_14890
DMR_13330 DMR_06960
DMR_13330 DMR_14870
DMR_13330 DMR_28300
DMR_13330 DMR_28310
DMR_13340 DMR_06960
DMR_13340 DMR_14870
DMR_13340 DMR_27870
DMR_13340 DMR_28310
DMR_13340 DMR_28300
DMR_13340 DMR_14880
DMR_13340 DMR_14900
DMR_13340 DMR_14890
DMR_13340 DMR_06970
DMR_13350 DMR_27880
DMR_13350 DMR_06960
DMR_13350 DMR_14870
DMR_13350 DMR_28300
DMR_13350 DMR_28310
DMR_13350 DMR_14880
DMR_13350 DMR_14900
DMR_13350 DMR_14890
DMR_13350 DMR_06970
DMR_13360 DMR_14870
DMR_13360 DMR_08230
DMR_13360 DMR_06960
DMR_13360 DMR_28300
DMR_13360 DMR_14880
DMR_13360 DMR_14900
DMR_13360 DMR_06970
DMR_13360 DMR_14890
DMR_13360 DMR_27760
DMR_13360 DMR_28310
DMR_13370 DMR_28300
DMR_13370 DMR_06960
DMR_13370 DMR_14870
DMR_13370 DMR_28310
DMR_13370 DMR_14890
DMR_13370 DMR_06970
DMR_13370 DMR_14880
DMR_13370 DMR_14900
DMR_13370 DMR_27770
DMR_13380 DMR_06960
DMR_13380 DMR_28310
DMR_13380 DMR_14900
DMR_13380 DMR_14890
DMR_13380 DMR_14880
DMR_13380 DMR_07830
DMR_13380 DMR_14870
DMR_13380 DMR_28300
DMR_13380 DMR_06970
DMR_13390 DMR_06960
DMR_13390 DMR_28310
DMR_13390 DMR_14900
DMR_13390 DMR_07840
DMR_13390 DMR_14890
DMR_13390 DMR_14870
DMR_13390 DMR_28300
DMR_13390 DMR_14880
DMR_13390 DMR_06970
DMR_13400 DMR_14880
DMR_13400 DMR_07850
DMR_13400 DMR_14900
DMR_13400 DMR_06970
DMR_13400 DMR_14890
DMR_13400 DMR_28310
DMR_13400 DMR_06960
DMR_13400 DMR_14870
DMR_13400 DMR_28300
DMR_13410 DMR_06960
DMR_13410 DMR_27800
DMR_13410 DMR_28310
DMR_13410 DMR_14890
DMR_13410 DMR_14900
DMR_13410 DMR_14870
DMR_13410 DMR_28300
DMR_13410 DMR_27780
DMR_13410 DMR_27790
DMR_13410 DMR_14880
DMR_13410 DMR_06970
DMR_13420 DMR_14870
DMR_13420 DMR_28300
DMR_13420 DMR_28310
DMR_13420 DMR_27810
DMR_13420 DMR_14900
DMR_13420 DMR_14880
DMR_13420 DMR_06970
DMR_13420 DMR_14890
DMR_13420 DMR_06960
DMR_13530 DMR_40440
DMR_13530 DMR_24560
DMR_13530 DMR_24590
DMR_13540 DMR_32930
DMR_13540 DMR_22970
DMR_13540 DMR_00180
DMR_13540 DMR_32940
DMR_13540 DMR_00200
DMR_13540 DMR_00190
DMR_13540 DMR_22960
DMR_13540 DMR_22980
DMR_13550 DMR_21840
DMR_13550 DMR_34170
DMR_13550 DMR_34180
DMR_13550 DMR_21830
DMR_13630 DMR_20900
DMR_13630 DMR_21660
DMR_13630 DMR_17800
DMR_13640 DMR_03660
DMR_13640 DMR_44720
DMR_13640 DMR_00020
DMR_13640 DMR_25310
DMR_13640 DMR_44680
DMR_13640 DMR_02800
DMR_13640 DMR_17070
DMR_13640 DMR_19780
DMR_13640 DMR_44320
DMR_13640 DMR_05180
DMR_13660 DMR_31740
DMR_13660 DMR_08520
DMR_13660 DMR_16840
DMR_13660 DMR_16850
DMR_13750 DMR_16470
DMR_13990 DMR_21580
DMR_13990 DMR_01830
DMR_14010 DMR_18430
DMR_14010 DMR_23920
DMR_14010 DMR_23760
DMR_14010 DMR_33420
DMR_14010 DMR_29050
DMR_14010 DMR_28680
DMR_14010 DMR_23780
DMR_14010 DMR_23820
DMR_14010 DMR_33480
DMR_14010 DMR_02830
DMR_14010 DMR_10020
DMR_14010 DMR_23770
DMR_14010 DMR_02850
DMR_14010 DMR_19040
DMR_14010 DMR_23750
DMR_14010 DMR_11050
DMR_14010 DMR_33460
DMR_14010 DMR_27990
DMR_14010 DMR_36600
DMR_14010 DMR_09310
DMR_14010 DMR_33430
DMR_14010 DMR_16140
DMR_14010 DMR_26640
DMR_14010 DMR_20770
DMR_14010 DMR_33440
DMR_14050 DMR_31740
DMR_14050 DMR_44720
DMR_14050 DMR_35950
DMR_14050 DMR_12460
DMR_14050 DMR_17700
DMR_14050 DMR_19990
DMR_14050 DMR_24480
DMR_14050 DMR_31150
DMR_14050 DMR_05590
DMR_14050 DMR_23740
DMR_14050 DMR_40230
DMR_14050 DMR_17070
DMR_14050 DMR_05180
DMR_14050 DMR_04610
DMR_14050 DMR_31160
DMR_14050 DMR_19960
DMR_14050 DMR_25360
DMR_14050 DMR_44320
DMR_14270 DMR_34340
DMR_14270 DMR_12050
DMR_14270 DMR_26930
DMR_14270 DMR_37450
DMR_14270 DMR_21840
DMR_14270 DMR_15740
DMR_14270 DMR_37260
DMR_14270 DMR_34170
DMR_14270 DMR_25320
DMR_14270 DMR_37460
DMR_14270 DMR_21830
DMR_14270 DMR_21530
DMR_14270 DMR_24460
DMR_14270 DMR_42440
DMR_14270 DMR_15780
DMR_14270 DMR_06660
DMR_14270 DMR_28090
DMR_14270 DMR_15750
DMR_14270 DMR_15990
DMR_14270 DMR_18800
DMR_14270 DMR_17770
DMR_14270 DMR_20070
DMR_14270 DMR_38720
DMR_14270 DMR_16060
DMR_14270 DMR_39410
DMR_14270 DMR_19670
DMR_14270 DMR_17880
DMR_14270 DMR_07380
DMR_14270 DMR_35020
DMR_14270 DMR_43540
DMR_14270 DMR_12710
DMR_14270 DMR_15980
DMR_14270 DMR_22640
DMR_14270 DMR_05180
DMR_14270 DMR_16000
DMR_14270 DMR_07370
DMR_14270 DMR_24450
DMR_14270 DMR_28100
DMR_14270 DMR_15760
DMR_14270 DMR_18780
DMR_14270 DMR_24440
DMR_14270 DMR_31800
DMR_14270 DMR_34180
DMR_14270 DMR_18770
DMR_14270 DMR_27480
DMR_14270 DMR_05920
DMR_14790 DMR_03280
DMR_14790 DMR_28110
DMR_14870 DMR_13340
DMR_14870 DMR_02450
DMR_14870 DMR_27800
DMR_14870 DMR_13410
DMR_14870 DMR_27870
DMR_14870 DMR_13360
DMR_14870 DMR_26940
DMR_14870 DMR_27830
DMR_14870 DMR_13310
DMR_14870 DMR_13380
DMR_14870 DMR_14890
DMR_14870 DMR_14900
DMR_14870 DMR_27880
DMR_14870 DMR_27820
DMR_14870 DMR_13330
DMR_14870 DMR_43710
DMR_14870 DMR_27770
DMR_14870 DMR_14910
DMR_14870 DMR_13350
DMR_14870 DMR_27790
DMR_14870 DMR_13370
DMR_14870 DMR_13320
DMR_14870 DMR_13420
DMR_14870 DMR_27810
DMR_14870 DMR_39030
DMR_14870 DMR_27780
DMR_14870 DMR_02470
DMR_14870 DMR_13400
DMR_14870 DMR_14880
DMR_14870 DMR_13390
DMR_14870 DMR_27710
DMR_14880 DMR_13350
DMR_14880 DMR_14870
DMR_14880 DMR_02450
DMR_14880 DMR_27880
DMR_14880 DMR_13340
DMR_14880 DMR_27800
DMR_14880 DMR_27870
DMR_14880 DMR_13370
DMR_14880 DMR_13410
DMR_14880 DMR_13360
DMR_14880 DMR_26940
DMR_14880 DMR_13420
DMR_14880 DMR_39030
DMR_14880 DMR_27810
DMR_14880 DMR_13320
DMR_14880 DMR_27830
DMR_14880 DMR_13390
DMR_14880 DMR_27710
DMR_14880 DMR_27770
DMR_14880 DMR_14910
DMR_14880 DMR_13380
DMR_14880 DMR_27780
DMR_14880 DMR_13310
DMR_14880 DMR_27790
DMR_14880 DMR_02470
DMR_14880 DMR_14900
DMR_14880 DMR_43710
DMR_14880 DMR_27820
DMR_14880 DMR_14890
DMR_14880 DMR_13400
DMR_14880 DMR_13330
DMR_14890 DMR_27790
DMR_14890 DMR_13310
DMR_14890 DMR_27780
DMR_14890 DMR_13350
DMR_14890 DMR_02450
DMR_14890 DMR_27880
DMR_14890 DMR_27800
DMR_14890 DMR_13340
DMR_14890 DMR_14870
DMR_14890 DMR_13370
DMR_14890 DMR_13410
DMR_14890 DMR_27870
DMR_14890 DMR_13380
DMR_14890 DMR_26940
DMR_14890 DMR_13420
DMR_14890 DMR_13360
DMR_14890 DMR_39030
DMR_14890 DMR_27830
DMR_14890 DMR_13320
DMR_14890 DMR_27810
DMR_14890 DMR_02470
DMR_14890 DMR_14880
DMR_14890 DMR_14910
DMR_14890 DMR_14900
DMR_14890 DMR_13390
DMR_14890 DMR_27820
DMR_14890 DMR_13400
DMR_14890 DMR_43710
DMR_14890 DMR_13330
DMR_14890 DMR_27710
DMR_14890 DMR_27770
DMR_14900 DMR_13380
DMR_14900 DMR_13400
DMR_14900 DMR_27780
DMR_14900 DMR_13310
DMR_14900 DMR_13360
DMR_14900 DMR_27790
DMR_14900 DMR_13420
DMR_14900 DMR_13340
DMR_14900 DMR_27770
DMR_14900 DMR_02470
DMR_14900 DMR_39030
DMR_14900 DMR_14880
DMR_14900 DMR_26940
DMR_14900 DMR_14870
DMR_14900 DMR_13390
DMR_14900 DMR_27710
DMR_14900 DMR_27810
DMR_14900 DMR_14910
DMR_14900 DMR_27830
DMR_14900 DMR_27880
DMR_14900 DMR_13320
DMR_14900 DMR_27800
DMR_14900 DMR_13330
DMR_14900 DMR_43710
DMR_14900 DMR_13350
DMR_14900 DMR_27870
DMR_14900 DMR_13370
DMR_14900 DMR_13410
DMR_14900 DMR_14890
DMR_14900 DMR_02450
DMR_14900 DMR_27820
DMR_14910 DMR_14900
DMR_14910 DMR_14890
DMR_14910 DMR_14880
DMR_14910 DMR_14870
DMR_14920 DMR_37080
DMR_14920 DMR_37500
DMR_14920 DMR_17130
DMR_14920 DMR_39990
DMR_14920 DMR_05250
DMR_14920 DMR_30530
DMR_14920 DMR_44060
DMR_14920 DMR_33050
DMR_14920 DMR_16040
DMR_14920 DMR_05920
DMR_14920 DMR_12050
DMR_14920 DMR_00300
DMR_14920 DMR_19490
DMR_14920 DMR_31800
DMR_14920 DMR_31780
DMR_14920 DMR_42870
DMR_14920 DMR_21130
DMR_14920 DMR_03270
DMR_14920 DMR_05260
DMR_14920 DMR_45000
DMR_14920 DMR_11650
DMR_14920 DMR_30810
DMR_14920 DMR_31770
DMR_14920 DMR_31790
DMR_14920 DMR_15970
DMR_14920 DMR_15470
DMR_14920 DMR_18240
DMR_15320 DMR_25900
DMR_15320 DMR_35830
DMR_15320 DMR_31310
DMR_15320 DMR_16740
DMR_15390 DMR_26010
DMR_15390 DMR_19380
DMR_15390 DMR_19360
DMR_15390 DMR_21160
DMR_15390 DMR_12660
DMR_15390 DMR_19370
DMR_15430 DMR_38690
DMR_15470 DMR_37080
DMR_15470 DMR_17130
DMR_15470 DMR_21830
DMR_15470 DMR_05260
DMR_15470 DMR_05250
DMR_15470 DMR_39990
DMR_15470 DMR_33050
DMR_15470 DMR_21840
DMR_15470 DMR_05920
DMR_15470 DMR_17260
