HMPREF8579_0089 HMPREF8579_1480
SMSK23_1312 HMPREF8579_1634
SMSK23_1312 SMSK23_0975
SMSK23_1312 HMPREF8579_0358
SMSK23_1315 SMSK23_0512
SMSK23_1315 SMSK23_0790
SMSK23_1315 SMSK23_0053
SMSK23_1316 SMSK23_1317
SMSK23_1317 SMSK23_0824
SMSK23_1317 HMPREF8579_0591
SMSK23_1317 SMSK23_1316
SMSK23_1327 SMSK23_0106
SMSK23_1327 SMSK23_1328
SMSK23_1327 HMPREF8579_0928
SMSK23_1328 HMPREF8579_0928
SMSK23_1328 SMSK23_1327
SMSK23_1328 SMSK23_0106
SMSK23_1351 SMSK23_1352
SMSK23_1351 SMSK23_1353
SMSK23_1351 HMPREF8579_1410
SMSK23_1352 SMSK23_1353
SMSK23_1352 HMPREF8579_1410
SMSK23_1352 SMSK23_1351
SMSK23_1353 SMSK23_1352
SMSK23_1353 SMSK23_1351
SMSK23_1368 HMPREF8579_1462
SMSK23_1368 SMSK23_0717
SMSK23_1390 HMPREF8579_0113
SMSK23_1390 SMSK23_0680
SMSK23_1390 HMPREF8579_1311
SMSK23_1398 SMSK23_0711
SMSK23_1398 SMSK23_0614
SMSK23_1398 SMSK23_1097
SMSK23_1398 SMSK23_0554
SMSK23_1399 HMPREF8579_1459
SMSK23_1400 SMSK23_0154
SMSK23_1400 SMSK23_1009
SMSK23_1400 SMSK23_0155
SMSK23_1400 HMPREF8579_1737
SMSK23_1402 HMPREF8579_0392
SMSK23_1402 SMSK23_1594
SMSK23_1403 SMSK23_0081
SMSK23_1403 SMSK23_0717
SMSK23_1403 HMPREF8579_1462
SMSK23_1403 SMSK23_1594
SMSK23_1439 SMSK23_1261
SMSK23_1439 SMSK23_0108
SMSK23_1447 SMSK23_1598
SMSK23_1447 SMSK23_1596
SMSK23_1452 SMSK23_0404
SMSK23_1452 SMSK23_1453
SMSK23_1453 SMSK23_1717
SMSK23_1453 SMSK23_1065
SMSK23_1453 SMSK23_1452
SMSK23_1463 SMSK23_1466
SMSK23_1463 HMPREF8579_1525
SMSK23_1466 HMPREF8579_1805
SMSK23_1466 SMSK23_1463
SMSK23_1466 SMSK23_0216
SMSK23_1467 HMPREF8579_1532
SMSK23_1467 SMSK23_0164
SMSK23_1467 SMSK23_0163
SMSK23_1468 HMPREF8579_1532
SMSK23_1468 HMPREF8579_1525
SMSK23_1473 SMSK23_1474
SMSK23_1474 SMSK23_1473
SMSK23_1476 SMSK23_1637
SMSK23_1476 SMSK23_0826
SMSK23_1476 SMSK23_1160
SMSK23_1485 HMPREF8579_1550
SMSK23_1485 SMSK23_1486
SMSK23_1486 SMSK23_1485
SMSK23_1486 HMPREF8579_1550
SMSK23_1493 SMSK23_0576
SMSK23_1499 SMSK23_0396
SMSK23_1500 SMSK23_0398
SMSK23_1514 SMSK23_1560
SMSK23_1514 SMSK23_1105
SMSK23_1515 SMSK23_1516
SMSK23_1515 SMSK23_1517
SMSK23_1515 SMSK23_1261
SMSK23_1516 SMSK23_1515
SMSK23_1517 SMSK23_1515
SMSK23_1553 HMPREF8579_1032
SMSK23_1555 SMSK23_0584
SMSK23_1555 SMSK23_1721
SMSK23_1555 SMSK23_1181
SMSK23_1560 SMSK23_1514
SMSK23_1560 HMPREF8579_0902
SMSK23_1560 SMSK23_0584
SMSK23_1560 SMSK23_1697
SMSK23_1560 SMSK23_0109
SMSK23_1560 SMSK23_0486
SMSK23_1560 HMPREF8579_1176
SMSK23_1564 SMSK23_0704
SMSK23_1564 SMSK23_1743
SMSK23_1593 SMSK23_0382
SMSK23_1594 SMSK23_1596
SMSK23_1594 SMSK23_1402
SMSK23_1594 SMSK23_1598
SMSK23_1594 SMSK23_1403
SMSK23_1596 SMSK23_1064
SMSK23_1596 SMSK23_0426
SMSK23_1596 SMSK23_0227
SMSK23_1596 SMSK23_0770
SMSK23_1596 SMSK23_1594
SMSK23_1596 SMSK23_1598
SMSK23_1596 SMSK23_1447
SMSK23_1597 HMPREF8579_1634
SMSK23_1597 SMSK23_0975
SMSK23_1597 HMPREF8579_0358
SMSK23_1598 SMSK23_1594
SMSK23_1598 SMSK23_1064
SMSK23_1598 SMSK23_0770
SMSK23_1598 SMSK23_0426
SMSK23_1598 SMSK23_0227
SMSK23_1598 SMSK23_1596
SMSK23_1598 SMSK23_1447
SMSK23_1605 SMSK23_0824
SMSK23_1605 HMPREF8579_0591
SMSK23_1618 HMPREF8579_0428
SMSK23_1635 HMPREF8579_0532
SMSK23_1635 SMSK23_1087
SMSK23_1636 HMPREF8579_1432
SMSK23_1636 SMSK23_1275
SMSK23_1637 SMSK23_1476
SMSK23_1651 SMSK23_0546
SMSK23_1652 SMSK23_0546
SMSK23_1653 SMSK23_0546
SMSK23_1654 SMSK23_0546
SMSK23_1655 SMSK23_0546
SMSK23_1656 SMSK23_0546
SMSK23_1657 SMSK23_0546
SMSK23_1658 SMSK23_0546
SMSK23_1663 SMSK23_0056
SMSK23_1663 SMSK23_0024
SMSK23_1663 HMPREF8579_1545
SMSK23_1663 HMPREF8579_0797
SMSK23_1663 SMSK23_1664
SMSK23_1663 SMSK23_1033
SMSK23_1663 HMPREF8579_0877
SMSK23_1663 SMSK23_1034
SMSK23_1663 SMSK23_1665
SMSK23_1663 SMSK23_0105
SMSK23_1664 HMPREF8579_0877
SMSK23_1664 SMSK23_1665
SMSK23_1664 SMSK23_1034
SMSK23_1664 SMSK23_0105
SMSK23_1664 SMSK23_1663
SMSK23_1664 HMPREF8579_0797
SMSK23_1664 SMSK23_1033
SMSK23_1664 SMSK23_0056
SMSK23_1664 SMSK23_0024
SMSK23_1664 HMPREF8579_1545
SMSK23_1665 SMSK23_1034
SMSK23_1665 HMPREF8579_0877
SMSK23_1665 SMSK23_1663
SMSK23_1665 HMPREF8579_1545
SMSK23_1665 SMSK23_0024
SMSK23_1665 SMSK23_0056
SMSK23_1665 HMPREF8579_0797
SMSK23_1665 SMSK23_1033
SMSK23_1665 SMSK23_0105
SMSK23_1665 SMSK23_1664
SMSK23_1669 HMPREF8579_0454
SMSK23_1670 HMPREF8579_1680
SMSK23_1677 SMSK23_0419
SMSK23_1688 SMSK23_1695
SMSK23_1688 SMSK23_1690
SMSK23_1689 SMSK23_1690
SMSK23_1689 SMSK23_1695
SMSK23_1690 SMSK23_1691
SMSK23_1690 SMSK23_1688
SMSK23_1690 SMSK23_1689
SMSK23_1690 HMPREF8579_0462
SMSK23_1691 SMSK23_1690
SMSK23_1695 SMSK23_1688
SMSK23_1695 SMSK23_1689
SMSK23_1697 SMSK23_0975
SMSK23_1697 SMSK23_0270
SMSK23_1697 SMSK23_1105
SMSK23_1697 SMSK23_1560
SMSK23_1697 SMSK23_0584
SMSK23_1697 SMSK23_0546
SMSK23_1717 SMSK23_1453
SMSK23_1717 SMSK23_1718
SMSK23_1717 SMSK23_0919
SMSK23_1718 SMSK23_1120
SMSK23_1718 SMSK23_1717
SMSK23_1721 SMSK23_0081
SMSK23_1721 SMSK23_1555
SMSK23_1721 SMSK23_0717
SMSK23_1721 HMPREF8579_1462
SMSK23_1721 SMSK23_1181
SMSK23_1726 SMSK23_0790
SMSK23_1726 SMSK23_1278
SMSK23_1726 SMSK23_1256
SMSK23_1726 SMSK23_0512
SMSK23_1743 SMSK23_1564
SMSK23_1743 SMSK23_1060
SMSK23_1743 SMSK23_0112
SMSK23_1743 HMPREF8579_1120
